COMPANY_NAME,2015Q1,2015Q2,2015Q3,2015Q4,2016Q1,2016Q2,2016Q3,2016Q4,2017Q1,2017Q2,2017Q3
DELOITTE SERVICES PTY LTD FOR DELOITTE,12758641.21,20580220.29,13050658.08,16168508.71,12210898.35,22535627.04,14982125.84,19056447.22,15354109.11,26350529.7,17984161.83
RICHEMONT INTERNATIONAL S.A,13675201.91,14148307.02,13300259.76,16162959.6,16973393.75,15610232.97,16496960.78,18650273.56,21424728.6,22258762.77,24006538.8
ALIXPARTNERS LLC.,14382249.4,15292452.69,14162023.25,15575040.96,15025119.23,17258642.12,17225585.06,19246025.81,18265800.07,19893114.38,17900588.69
"CDK GLOBAL, LLC.",17129889.02,17670576.48,16271554.04,17318272.15,16001618.44,16812173.97,15072841.9,14497080,14643668.66,15655879.92,15138913.16
THE BLACKSTONE GROUP L.P.,14321938.57,16216773.9,20382462.96,23852447.13,11627433.11,13759604.95,13219919.12,20814772.3,9796544.11,12073619.43,12891661.88
"RICOH USA, INC.",15844132.4,17856199.42,18634837.85,19099274.62,13730541.54,15584302.45,15674189.89,14696387.72,12535456.35,13921962.2,17355892.8
INGRAM MICRO INC.,16867708.11,21938030.32,17005845.32,12916224.79,19130597.86,13862638.75,12658157.14,14399327.3,14834503.42,12706133.1,11612919.4
PENTAIR MANAGEMENT COMPANY - GLOBAL,10054751.1,15198467.79,14636418.77,18297090.61,16141373.24,18304701.14,16957364.94,18115901.99,15656862.3,17351291.93,16274574.28
"AMERIPRISE FINANCIAL,INC",14103089.97,17214093.37,15585638.06,20648101.59,13597532.71,16051989.07,14958286.75,17803159.1,12671619.88,15415396.21,14069891.77
WEYERHAEUSER COMPANY,14256405,16700633.14,15663865.89,19403974.04,14107307.22,16104245.44,16601409.03,18676243.54,10476741.64,12555425.5,12526267.18
"CONSTELLATION BRANDS, INC",13229366.91,15483838.93,14281375.69,16032513.28,14109632.5,16831253.55,16552455.07,18441998.17,16320881.88,17992148.13,16401145.12
"EXPEDIA, INC.",11283689.83,14085493.39,14672999.58,20062804.38,14840804.6,20160356.73,14594538.92,17321330.67,14139344.91,18596255.15,18781329.76
DOVER CORPORATION,12337931.44,14056150.03,13707400.48,17591755.83,14596516.18,16596204.99,15654052.22,16950482.51,17745936.62,23849593.83,20503390.6
UNIVERSITY OF CHICAGO,13186691.39,18313950.79,13068953.31,16735581.95,14779159.35,18993912.91,12745839.93,15163527.35,13866307.83,19802752.37,13834648.08
BILL & MELINDA GATES FOUNDATION,13769867.68,16299597.11,13963065.61,16136409.42,13881869.38,16310855.55,14791088.96,16941120.5,14720373.25,18436965.94,14384700.86
BACARDI-MARTINI B.V.,21678593.28,16032201.32,15097498.72,14228626.11,15373456.37,11664343.71,11659873.8,13896879.14,16837730.81,14626541.44,16442662.32
"CRC SERVICES, LLC",16958827.3,17354812.9,16255013.58,14001141.11,11593851.25,13616598.65,14664243.13,16328837.73,15224126.65,16782054.65,15925548.5
"AOL, INC.",10445458.96,13336794.3,13773490.29,17290587.47,13716987.25,17263570.15,18518404.72,18037604.24,13061390.51,15477396.54,14464246.05
SNAP-ON INCORPORATED,13326430.94,15500785.98,15125386.11,15011902.41,14073613.42,15508588,15051178.47,15803968.31,15283947.62,16349953.67,16144786.67
LEVI STRAUSS & CO.,14982568.42,16631158.45,14953986.58,14418929.89,15775052.32,14692851.55,13767673.02,14502859.25,14885990.47,16768845.91,15795470.26
ARCHER DANIELS MIDLAND,13957849.78,15453227.44,16130653.11,15789424.86,11867145.41,13896630.35,15295271.69,17144651.9,15075877.76,19009928.26,14893344.91
BTR INDUSTRIES LTD,13562030.97,14392756.88,12576885.03,13926531.26,13706766.28,15774303.3,16380786.49,17716631.12,16486399.19,17622864.27,17300377.1
SERVICEMASTER CONSUMER SERVICES LTD,20746232.84,22642338.16,23092780.29,12468096.57,10728530.98,11014695.77,11103134.94,11108363.29,11014967.19,11793219.34,10371645.41
YOUNG LIFE,12057234.69,16134948.18,15947946.97,12150735.95,16253807.35,15943442.35,16151234.79,14276578.79,13857317.42,16758508.27,16164121.69
"HEARTLAND DENTAL CARE, LLC",6183063.18,8964234.06,13258266.59,18781661.73,17788987.84,17441830.16,15843072.91,20693869.77,13538687.49,21125199.7,11651122.83
"EXEL, INC.",11934423.31,14390323.37,13837985.74,14919154.6,12767682.02,15685056.44,15797437.94,16742644.14,16062682.39,16633337.2,15989038.89
"TWITTER, INC.",11393272.46,16249258.9,15601020.05,17608986.32,14370448.15,15551192.74,14281448.22,13667901.03,11505057.33,12999991.55,11605946.7
TENET HEALTHCARE,13949997.26,16445010.27,15404090.83,16552090.2,13431052.62,14553087.99,13363020.91,13938092.4,12357925.45,13985909.1,10878033.77
TEXAS A&M UNIVERSITY SYSTEM,10826635.18,15184914.91,14471356.71,13967938.89,12681797.64,17568946.58,16686707.42,14604099.98,13845560.67,18665587.46,18670152.78
DR. PEPPER SNAPPLE GROUP,13451537.34,15467757.36,13400542.5,14848106.87,14666563.91,15235782.04,12902928.49,14598306.64,14095679.57,14456505.13,12545390.74
"ASHLAND, INC.",15786271.61,14983676.4,15880488.93,15240930.67,16434406.42,15872508.19,16432608.11,9159062.72,8639313.81,8717397.08,9666584.81
CENTENE CORPORATION,10190467.33,13824710.44,14252039.83,15010490.18,13056239.25,15424839.92,15628020.97,14685601.4,16297767.32,21618062.5,21683659.53
WHIRLPOOL CORPORATION,14070268.46,13685567.47,13338151.23,15072047.67,12969895.7,15806192.37,14103584.91,15366127.61,13666950.94,14790064.73,13342004.2
DIGNITY HEALTH,13339272.4,16730654.28,14917265.85,15861847.13,12356853.08,15585734.93,11742201.04,14257180.69,12933334.44,18638745.07,12170181.79
MONEY SERVICES INC,14156173.41,16892953,15564910.92,16463943.11,13060114.46,13845447.45,12539107.43,13433538.26,11679739.88,12446140.92,11249654.74
LYONDELLBASELL INDUSTRIES,12562050.69,14605975.98,14022185.86,15334376.1,13307176.48,15303041.83,14008123.08,15401172.87,12626832.27,15021172.05,12871399.19
KEYBANK,8842669.31,12054147.07,12203438.55,15660456.58,12893094.31,14779723.38,15315324.46,19337591.05,15249062.43,19647521.1,18134028.09
"SERVICENOW, INC",9119197.12,10920759.64,11188606.01,13149119.57,12524895.52,16207745.53,15677204.49,19739958.31,17639160.29,22648933.08,20728516.08
UNIVISION MANAGEMENT CO.,10878570.77,11950993.39,12244788.39,13953802.82,14255791.45,15902622.85,15591368.17,16272621.49,14407368.56,15438027.92,13060559.19
STEELCASE INC.,13468454.16,14414227.13,13492562.11,15170774.22,12920252.32,14138315.12,12874296.28,14664922.64,12957352.31,15108036.63,11475293.24
PENN STATE,12165459.31,18928654.47,12107912.02,14734764.15,12439402.76,16862453.51,11232493.04,13487382.06,11971140.01,19459914.13,11944339.03
TEACHERS INSURANCE AND ANNUITY ASSOCIATION,11819003.66,13926930.12,12247754.14,15953175.13,11650330.59,13543641.31,10619515.16,16883137.79,16436335.74,19067649.38,18323300.98
"XYLEM, INC.",12508657.21,14387740.65,13056112.32,14255362.67,13979481.74,15333690.52,12984135.31,12922861.24,13189041.74,15616404.96,14313599.92
KERRY GROUP SERVICES INTERNATIONAL LIMITED,11890576.84,12972499.32,13384173.08,14901420.4,12309384,14871090.84,13724627.27,15558196.18,12983895.4,15703426.09,14781195.21
THE TRUSTEES OF PRINCETON UNIVERSITY,12085357.68,19136886.78,8760001.75,13342929.57,12925512.94,18689780.34,9696551.44,14189868.03,13670230.57,19929080.96,10529232.58
CAMPUS CRUSADE,13504470.96,14112238.83,11661746.12,11697353.34,14335478.1,15474480.13,12865306.93,11608287.26,16777701.8,21230084.28,21932463.91
"FIRSTGROUP AMERICA, INC",13616474.53,13233723.43,12755112.29,14155360.83,13379798.65,11739191.44,14416174.87,13984163.94,14572022.58,14235291.09,15252279.42
WOLTERS KLUWER UNITED STATES INC.,11618114.61,14460018.73,12769323.43,15254023.84,12192620.26,14700743.01,12843361.72,14207429.98,12458187.79,15035378,14274343.14
"METTLER-TOLEDO, LLC",12230439.23,13766901.88,13046946.25,13973211.73,11824236.45,13064245.38,13812780.69,14844924.88,13628386.33,14216403.68,14437113.63
STIFEL FINANCIAL CORP,11662581.94,13434693.21,13560379,14682086.56,12697624.21,14808515.31,13072564.41,13559202.42,12706362.1,15030677.93,11518205.96
WALGREEN CO,12221461.15,14547334.72,13346894.58,12078688.27,11823976.54,13899172.61,14700842.59,13554845.36,13410348.32,14672637.54,14784694.86
DAIICHI SANKYO,10228176.81,13858054.54,16147492.24,15543981.82,14374741.7,13656908.67,10912067.29,10770709.39,13490352.24,13137173.69,12717372.51
PALO ALTO NETWORKS INC.,8293512.75,11578702.2,12614009.27,13922011.56,13300991.55,14517282.15,12745541.13,16411494.41,15285511.52,17428067.46,17978713
"REGENERON PHARMACEUTICALS, INC",7703065.29,9625587.27,12404347.56,16326295.31,13126049.1,14499976.99,14482918.79,16503298.77,13623696.5,16084645.02,14351935.46
AMERISOURCEBERGEN CORPORATION,12334830.82,13673558.87,14526923.36,13675028.73,13590220.43,11859556.35,12650784.47,12369761.44,13473605.26,17059170.12,17510700.27
FUJISOFT INCORPORATED,12944831.57,11819816.03,11105250.74,13048096.34,13332021.69,13023072.36,13672935.95,12710366.61,16340828.85,16321805.7,13380803.07
SONY EUROPE LIMITED,12509076.8,12335585.24,11377831.4,12984834.36,13388750.46,13237752.81,12832819.56,14365862.56,14751357.68,14096566.35,12987506.24
"US FOODS, INC",12904088.48,14143387.01,13114696.17,10931970.47,11316081.44,16320435.03,16358220.26,10820677.68,11714487.82,13077711.57,13113546.17
"WHOLE FOODS MARKET SERVICES, INC.",11927304.29,15151407,15495761.57,10383468.64,10149937.15,15463355.23,13188049.51,12717846.85,12822110.69,14823967.11,12506690.99
ADO,11342503.54,12941153.04,13072724.37,14870305.81,11863504.99,13916331.39,13056942.64,14576683.95,11641384.62,13300312.31,12259104.83
"IHEART MEDIA MANAGEMENT SERVICES, INC.",10519714.27,12444956.37,11235817.46,14063639.98,12366931.11,13663093.57,12920720.49,16197722.23,13744368.88,12700283.82,12342002.9
"CARL ZEISS, INC.",7543100.23,11246406.31,11471424.24,11735109.61,11984947.58,14630945.76,15913093.7,16082044.75,16452577.67,19713248.91,19781912.67
CONAGRA FOODS,15535768.95,18638151.45,16379873.6,13802269.75,10014302.73,11387218.59,10306973.31,11504432.67,8372832.06,10161078.05,8748433.75
UNISYS CORPORATION,14338747.95,15079844.94,13420904.04,13723210.1,10695614.66,12793957.91,11723372.53,12205987.74,11384983.06,11916297.43,10248508.78
CONCUR INTERNAL,11321792.59,10779626.85,10691441.54,12780761.65,14247326.93,13698066.87,11998796.53,12681574.14,15101557.57,14924146.98,10432002.29
"ALEXION PHARMACEUTICALS, INC.",10550846.31,13080787.48,12894188.37,15170720.71,11054173.14,12833376.38,10892906.86,14186453.9,12105550.67,13027076.19,10935530.34
HOUGHTON MIFFLIN HARCOURT PUBLISHING COMPANY,9946533.06,11052764.42,12691349.14,16183323.21,13760232.58,13299463.56,11512049.74,12752498.89,11311078.7,11303975.63,9832466.23
"UNDER ARMOUR, INC.",10641951.59,12504053.46,13705383.55,13078482.18,11671830.43,12826005.17,12612251.15,13357821.32,11846036.7,10394268.59,10862549.52
AVAYA INC.,14914037.17,16817541.36,13542524.07,12990909.57,12550947.43,12464816.37,9909654.63,9839313.61,8567327.33,9724426.58,8517404.45
CAREERBUILDER INC.,12386029.8,11603050.75,10444881.02,13455415.37,11104974.14,12278457.65,12058749.03,17188771.83,10598168.37,6495300.16,6353107.95
"AIRGAS, INC.",11482517.74,11937412.85,11621608.15,11724964.48,11605619.26,12212309.41,12878367.71,13676033.75,13321794.29,16038359.75,15497615.26
MICRON,16363162.82,19002435.05,16041116.25,10721746.04,7871607.92,9152013.17,8807170.29,10516702.45,11320284.31,14223619.77,16373514.53
DOWNER EDI SERVICES PTY LTD.,12923985.89,12228739.77,9958875.12,12112854.06,12047321.67,12654922.24,13038799.61,11929768.23,12758239.9,14340225.21,13044681.09
NSF INTERNATIONAL,9439998.16,11873279.59,11638002.3,13794338.87,10368142.24,12669726.8,12742572.88,15268930.15,11681705.22,13606784.13,12519278.44
MOODYS CORPORATION,11015998.27,13002846.68,12543171.97,16075013.4,11259884.99,11600865.79,10853411.78,13278996.22,9379088.35,11691962.07,11918048.74
PROGRESSIVE DIRECT INSURANCE CO,10360045.36,12824337.88,13053479.6,15150305.39,11641324.89,15919449.92,12998589.76,7495313.31,9377038.28,11524705.81,11746645.91
"KEYSIGHT TECHNOLOGIES, INC.",11936604.05,13462819.39,10633880.77,13126148.59,12037846.93,10927963.93,9699275.1,14035136.6,12460910.87,12217908.05,11973915
ALLIANZ ASSET MANAGEMENT OF AMERICA L.P.,10534165.36,12362678.75,11505567.07,13583114.07,10361355.41,12752601.57,11596650.28,13733592.85,11773811.06,13791142.96,12008976.87
HENKEL CORPORATION,13390351.75,16815164.84,11600500.43,9150389.86,9388677.43,11621783.86,10972488.25,12401564.6,12676812.21,15041754.05,12608837.49
MYLAN PHARMACEUTICALS INC.,9534348.46,12563298.63,12041154,14977820.79,11530877.15,11676206.09,12472115.62,12141828.37,10969378.1,14047483.44,18005631.51
ALLIANT TECH SYSTEMS,9986984.56,12009381.86,11373293.29,12794502.02,9874091.54,13269808.16,11819640.27,13526983.88,12990053.53,13944706.11,13022650.48
WESTERN UNION,11892887.86,12250952.88,10920043.18,13743786.47,11357595.81,11854118.79,11108324.11,11524475.09,12590219.03,13676793.91,11811451.81
"ILLUMINA, INC.",9932836.99,12227796.66,12405120.91,12392431.08,11007828.44,12277093.15,10818895.59,13276849.83,12441235.33,13532928.11,12978987.34
JARDEN CORPORATION,8892140.57,9371757.52,10081106.64,10049786.11,11705967.34,11231972.4,13885092.15,15658508.84,15773054.26,17796183.41,16784553.7
IDEXX,11876072.35,12210919.78,11402815.02,10385233.72,10771484.94,11619732.56,10842512.11,13165535.55,14310054.02,16200119.13,14561456.97
FREIGHTLINER LLC,10580836.74,12113740.73,10881578.31,13079778.41,12406870.92,11743731.93,11099410.82,12509733.59,11777860.14,12628198.21,11451006.75
IMS HEALTH,11071773.28,12234350.85,11089658.4,12655519.64,9969189.23,12217490.4,11423565.45,13493314.45,11801036.64,13306637.02,12082828.31
STARBUCKS CORPORATION,10625840.29,11916499.05,11917558.59,12653869.7,11656981.52,12128584.2,10523760.16,12531605.04,11498582.77,12464367.48,11878606.41
UNIVERSITY OF NOTRE DAME DU LAC,9870315.8,14521244.47,9070789.91,11339900.6,11083876.71,15375565.73,10326559.93,11949150.19,11689989.55,16652848.01,10949227.25
"COTY, INC",7559994.9,9532026.3,7530620.3,9707375.81,10040828.64,10745079.06,10617170.99,21937075.47,17466209.48,22400982.23,21055038.18
KOHLBERG KRAVIS ROBERTS & CO. L.P.,10733178.98,12553116.1,11618466.23,12506680.13,11547062.7,12602935.79,11011392.37,11293463.71,11035347.95,12190569.76,11722896.52
"TPG GLOBAL, LLC",4589927.63,9257541.45,10789689.07,12688321.32,12977582.11,12720620.26,12827490.83,15042129.61,13994173.44,14677452.72,13440746.78
PVH CORP.,11064487.67,11866072.66,10655311,11825559,10499972.21,11132429.63,11046633.92,13336449.25,13043130.23,13766368.68,12244590.52
"QUINTILES COMMERCIAL U.S., INC.",14559200.59,13596664.17,12686571.38,11314804.7,10303096.65,10909383.22,10351468.41,10185635.07,10543925.59,13258063.01,11320420.32
THE GEORGE WASHINGTON UNIVERSITY,10250400.58,14910876.98,8634489.86,10830760.61,10302336.49,15325434.44,8593735.64,13087953.88,12259030.78,17708237.09,11620614.42
CAE INC,11238635.43,11174842.99,9924828.26,11132609.66,10780486.63,11774625.47,11172382.38,13637026.24,13353584.52,12897815.45,11676494.22
CARESTREAM HEALTH,12323881.41,12908410.01,10825511.45,12941789.21,10147200.19,11092334.37,10488189.53,12281217.62,10041980.21,10931300.63,10321074.15
SABIC INNOVATIVE PLASTICS US LLC,11504125.34,12834664.37,9440953.56,12676995.38,10206389.03,12567413.93,11677108.64,13464253.2,8665495.02,10524071.19,8646098.79
HUNTSMAN CORPORATION,10504147.51,13208642.68,12065023.9,13015989.78,9382296.45,11912411.82,10407208.2,12402446.33,9446896.62,10687666.46,9277532.6
EQUIFAX INC.,9148229.79,10598861.1,11044277.46,12948606.02,11035532.07,12211986.92,11655601.29,12516584.03,11159110.22,12717962.72,12355567.71
"OTSUKA AMERICA PHARMACEUTICAL, INC.",10288395.14,12445505.92,11777992.61,13853608.27,9385785.07,11499840.94,10757026.18,12542534.17,9500094.7,12003165.19,11276245.11
PERDUE FARMS INCORPORATED,10550093.41,10260378.75,10639371.83,10849137.4,11696592.26,12049717.03,11567210.59,11586610.74,12657395.07,12194180.01,11970190.5
SEAGATE TECHNOLOGY LLC,13514733.63,14323953.18,9582285.08,9937931.6,8960253.54,11665777.21,9996725.08,12197538.71,11269550.21,11994522.61,10682890.49
"BEAM SUNTORY, INC.",7755340.26,10037525.29,11332370.59,15338620.07,6814206.62,11576677.16,11518051.69,17406483.75,9623641.7,12995579.13,13096203.25
FATCO HOLDINGS LLC,8517829.17,11570930.46,10744729.32,11774185.27,9752193.32,13055872.11,10796933.93,13627551.63,11441986.13,12283198.61,13311480.01
"ZAPPOS.COM, INC.",10500039.49,10302085.71,12617693.83,10854927.09,12432419.05,13876150.3,9843631.94,11487956.03,9229632.13,9415106.48,10515655.31
TIME INC.,8524827.63,10560193.99,10897847.85,14632376.28,11096138.01,12480330.32,10906189.51,12815227.91,8988370.75,8491273.45,7334318.92
THE VANGUARD GROUP INC,8673445.09,10823763.92,9356358.51,12164194.08,9616171.89,12028425.29,10312141.69,14238150.39,13465420.32,15931433.78,13694824.77
"PEARSON EDUCATION, INC.",12741553.63,14935234.2,9727727.85,10458642.88,10468472.21,13021152.05,9955104.59,9723110.56,9533581.45,11608369.14,9211112.58
ZLB BEHRING L.L.C.,8154889.72,10851994.04,9810633.8,10929168.29,9432908.52,13560742.44,11245354.04,12838432.55,13356088.05,17393472.32,14840026.8
FIFTH THIRD BANCORP,10560526.59,12929476.07,12259704.22,13240730.88,9881167.66,10503548.2,9895449.11,11104519.39,9545429.55,11632625.03,10557377.56
"PERKINELMER, INC.",10916068.33,12487985.44,11281884.09,11410280.27,9703235.44,11196802.34,10363775.3,11288228.93,10654907.96,12822497.97,12698851.47
"ANSCHUTZ ENTERTAINMENT GROUP, INC.",7474775.31,10740867.04,11579257.96,9417137.86,9232037.06,11560080.9,12634065.93,13042992.13,13511651.39,11325983.49,14495831.37
"TOLL BROS., INC.",8650381.58,12333484.9,10010874.44,10062932.72,10217439.34,11861288.64,12255976,11636613.67,11933328.71,13792212.68,13855659.22
"MOS HOLDINGS, INC.",10956197.09,12590443.22,11942933.3,14200376.28,11337691.35,9234823.24,8258566.07,9663471.93,9199295.68,8558705.31,8080642.1
"NOMURA HOLDINGS, INC.",9746829.37,9714620.33,9100730.39,11270932.86,10388539.16,10860279.02,11021194.9,12303114.41,12143014.59,11861171.35,11493557.5
"SHAW INDUSTRIES GROUP, INC",9713088.19,11064069.41,11208742.54,11977251.9,9324353.95,10689613.21,10877643.16,11842933.19,9673748.13,10499621.66,10891741.79
"NC TRANSACTION, INC. AKA DOW JONES",8797649.45,9045814.6,8238807.25,10422792.69,8544559.77,13053019.4,11436164.21,14414470.29,12386005.71,15399105.7,13345556.13
THE TORO COMPANY,11499244.73,11281375,10766927.11,11533239.2,10219762.1,10411213.76,8982859.84,11638275.44,9626094.95,10331431.46,9028283.69
MENTOR GRAPHICS CORPORATION,10518744.71,10122724.2,9096321.48,10733870.2,11446198.45,10870324.96,9597686.52,11331497.95,11987627.47,10812314.48,10396383.58
"INTUITIVE SURGICAL OPERATIONS, INC.",9206793.51,11328688.37,9120959.36,10789758.94,10269431.82,10953426.73,10257103.13,12515281.86,10810651.55,12491592.5,12332593.45
EVERCORE PARTNERS INC,8800811.04,10190985.67,8922315.21,11578739.37,10136162.59,11831308.3,9791802.18,12796848.8,10984580.62,11846038.76,11387425.1
HARRIS CORPORATION,11148472.93,13904094.72,11813045.83,11397058.69,10134179.88,10353545.76,9101536.11,8958765.86,7789077.26,25099414.24,26887035.01
TELEFLEX INCORPORATED,10576578.63,10970220.06,10101971.84,9656698.27,9181689.93,11071879.08,10818944.36,11612561.5,10305977.15,12122437.5,11509158.05
TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA,9118519.66,12581823.51,9036603.27,9967286.93,9547714.73,13192116.02,9391504.56,10944610.66,10457918.51,13841874.96,9779687.98
"PULTEGROUP, INC.",9350290.04,12178684.53,12689928.62,9999178.4,10796623.6,10265130.71,11088130.62,10047554.49,7748263.9,10543471.35,9237776.91
